@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
348,'2018/11/21 10:37:35:504',8,-8950954,-9675715,-7699343,-854541,-1,-1,-1,-1,-1,-5201000,-9280692,-9478594,-7239047,-657419,-1,-1,-1,-1,-1,-5333099,-9676224,-9478853,-8227492,-5002599,-5068650,-5661046,-6253443,-6846096,-7504541,-9019581,-10071756,-9544904,-9281476,-9215682,-9215939,-9281733,-9347527,-9479369,-9479881,-9349576,-10269906,-9742540,-9413063,-9281734,-9281477,-9347269,-9740731,-6186611,-6252919,-9678798,-10467542,-9874639,-9610699,-9478600,-9676233,-11846106,-10398650,-4213327,-4410708,-10205654,-10731228,-10138324,-9874383,-9742284,-14016236,-13890044,-14743550,-14087933,-14284798,-13954808,-11257572,-10533851,-10269910,-10138067,-15528697,-15596543,-14414587,-13626872,-11849956,-11388635,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397366,-8556453,-8227235,-8491178,-8491692,-8425642,-8359590,-8293539,-8227231,-8029337,-7239047,-5725035,-5330017,-5527652,4
349,'2018/11/21 10:37:35:538',8,-8950954,-9675715,-7699343,-854541,-1,-1,-1,-1,-1,-5201000,-9280692,-9478594,-7239047,-657419,-1,-1,-1,-1,-1,-5333100,-9676224,-9478853,-8227492,-5002599,-5068650,-5661046,-6253443,-6846096,-7504541,-9019581,-10071755,-9544904,-9281476,-9215682,-9215939,-9281733,-9347527,-9479369,-9479881,-9349576,-10269906,-9742540,-9413063,-9281478,-9281477,-9347269,-9740731,-6186611,-6252919,-9613262,-10467798,-9874639,-9610699,-9478856,-9676233,-11846106,-10398650,-4279120,-4410708,-10205654,-10731228,-10138324,-9874383,-9742284,-14016236,-13890044,-14743550,-14087933,-14284798,-13954808,-11257572,-10533595,-10269910,-10138067,-15528697,-15596543,-14414587,-13626872,-11849956,-11388635,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397110,-8556453,-8227235,-8491178,-8491692,-8425642,-8359590,-8293539,-8227231,-8029337,-7239047,-5725035,-5330017,-5527652,4
350,'2018/11/21 10:37:35:571',8,-8950954,-9675715,-7699343,-854541,-1,-1,-1,-1,-1,-5200999,-9280692,-9478594,-7239048,-657419,-1,-1,-1,-1,-1,-5333099,-9676224,-9478853,-8227492,-5002599,-5068651,-5661046,-6253443,-6846096,-7504541,-9019581,-10071756,-9544904,-9281476,-9215683,-9215939,-9281733,-9347527,-9479369,-9479881,-9349576,-10269906,-9742540,-9413063,-9281478,-9281478,-9347269,-9740731,-6186611,-6252663,-9613262,-10467543,-9874640,-9610699,-9478856,-9676233,-11846106,-10398650,-4279120,-4410708,-10205654,-10731228,-10138324,-9874383,-9742284,-14016236,-13890044,-14743550,-14087933,-14284798,-13954808,-11257572,-10533595,-10269910,-10138067,-15463161,-15596543,-14414587,-13626872,-11849956,-11388634,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397110,-8556453,-8227235,-8491178,-8491692,-8425642,-8359591,-8293539,-8227231,-8029337,-7239047,-5725035,-5330017,-5527652,4
351,'2018/11/21 10:37:35:606',8,-8950955,-9675715,-7699343,-854541,-1,-1,-1,-1,-1,-5201000,-9280692,-9478594,-7239048,-657419,-1,-1,-1,-1,-1,-5333100,-9676224,-9478853,-8227492,-5002599,-5068651,-5661046,-6253443,-6846096,-7504797,-9019581,-10071756,-9544904,-9281476,-9215683,-9215939,-9281733,-9347527,-9479369,-9479881,-9349576,-10269906,-9742540,-9413063,-9281478,-9281478,-9347269,-9740731,-6186611,-6252663,-9613262,-10467798,-9874639,-9610699,-9478856,-9676233,-11846106,-10398650,-4279120,-4410964,-10205654,-10731228,-10138324,-9874383,-9742284,-14016236,-13890044,-14743550,-14087933,-14285054,-13954808,-11257572,-10533595,-10269910,-10138067,-15463161,-15596543,-14414587,-13626872,-11849956,-11388634,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397110,-8556453,-8227235,-8491178,-8491692,-8425642,-8359591,-8293539,-8227231,-8029337,-7239047,-5725035,-5330017,-5527652,4
352,'2018/11/21 10:37:35:638',8,-8950955,-9675715,-7699343,-854541,-1,-1,-1,-1,-1,-5201000,-9280692,-9478594,-7239047,-657419,-1,-1,-1,-1,-1,-5332844,-9676224,-9478853,-8227492,-5002599,-5068650,-5661046,-6253443,-6846096,-7504797,-9019581,-10071756,-9544904,-9281476,-9215682,-9215939,-9281733,-9347527,-9479369,-9479881,-9349576,-10269906,-9742540,-9413063,-9281478,-9281478,-9347269,-9675194,-6186355,-6252663,-9678798,-10467543,-9874639,-9610699,-9478600,-9676233,-11846106,-10398651,-4279120,-4410964,-10205654,-10731228,-10138324,-9874383,-9676748,-14016236,-13890044,-14743550,-14087933,-14285054,-13954808,-11257572,-10533595,-10269910,-10138067,-15463161,-15596543,-14414843,-13626872,-11849956,-11323098,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397109,-8556453,-8227235,-8491178,-8491692,-8425642,-8359591,-8293539,-8227231,-8029337,-7239047,-5725035,-5330017,-5527396,4
353,'2018/11/21 10:37:35:672',8,-8950955,-9675715,-7699343,-854541,-1,-1,-1,-1,-1,-5266536,-9280692,-9478594,-7239047,-657419,-1,-1,-1,-1,-1,-5333100,-9676224,-9478853,-8227492,-5002599,-5068650,-5661046,-6253443,-6846096,-7504541,-9019581,-10071756,-9544904,-9281476,-9150147,-9215939,-9281733,-9347527,-9479369,-9480137,-9349576,-10269906,-9742540,-9413063,-9281478,-9281477,-9347269,-9675195,-6186355,-6252663,-9678798,-10467798,-9874640,-9610698,-9478856,-9676233,-11846362,-10398651,-4279121,-4476500,-10205654,-10731228,-10138324,-9874383,-9676748,-14016236,-13955580,-14743550,-14087933,-14285054,-13954808,-11257572,-10533595,-10269910,-10138067,-15462905,-15662079,-14414843,-13626872,-11849956,-11323099,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397110,-8556453,-8227235,-8491178,-8491692,-8425642,-8425126,-8293539,-8227231,-8029337,-7173511,-5725035,-5330017,-5527396,4
354,'2018/11/21 10:37:35:705',8,-8950955,-9675715,-7633807,-854541,-1,-1,-1,-1,-1,-5266536,-9280692,-9478594,-7239047,-657419,-1,-1,-1,-1,-1,-5333100,-9676224,-9478853,-8227492,-5002599,-5068650,-5661046,-6253443,-6846096,-7504541,-9019581,-10071756,-9544904,-9281476,-9215683,-9215939,-9281733,-9347527,-9479369,-9480137,-9349576,-10269906,-9742540,-9413063,-9281478,-9281477,-9347269,-9740731,-6186355,-6252663,-9613262,-10467543,-9874639,-9610699,-9478600,-9676233,-11846362,-10398651,-4344913,-4476500,-10271190,-10731228,-10138324,-9874383,-9676748,-14016236,-13890300,-14743550,-14087933,-14285054,-13954808,-11257572,-10533595,-10269910,-10138067,-15462905,-15662079,-14414843,-13626872,-11849956,-11323098,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397109,-8556197,-8227235,-8491178,-8491692,-8425642,-8359591,-8293539,-8227231,-8029337,-7173511,-5725035,-5330017,-5527652,4
355,'2018/11/21 10:37:35:738',8,-8950955,-9675715,-7699343,-854541,-1,-1,-1,-1,-1,-5201000,-9280692,-9478594,-7239047,-657419,-1,-1,-1,-1,-1,-5333100,-9676224,-9478853,-8227492,-5002599,-5068650,-5661046,-6253443,-6846096,-7504541,-9019581,-10071755,-9544904,-9281476,-9215683,-9215939,-9281733,-9347527,-9479369,-9480137,-9349576,-10335442,-9742540,-9413063,-9281478,-9281477,-9347270,-9740730,-6186355,-6252663,-9613006,-10467543,-9874639,-9610699,-9478600,-9676233,-11846362,-10398651,-4344913,-4476500,-10271190,-10731228,-10138324,-9874383,-9676748,-14016236,-13955836,-14743550,-14087933,-14285054,-13954808,-11257572,-10533595,-10269910,-10138067,-15462905,-15662079,-14414843,-13627128,-11849956,-11323098,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397109,-8556197,-8227235,-8491178,-8491692,-8425641,-8359591,-8293539,-8227231,-8029337,-7239047,-5725035,-5330017,-5527651,4
356,'2018/11/21 10:37:35:771',8,-8950954,-9675715,-7633807,-854541,-1,-1,-1,-1,-1,-5266536,-9280692,-9478594,-7239047,-657419,-1,-1,-1,-1,-1,-5333100,-9676224,-9478853,-8227492,-5002599,-5068650,-5661046,-6253443,-6846096,-7504541,-9019581,-10071755,-9544904,-9281475,-9150146,-9215939,-9281733,-9347527,-9479369,-9480137,-9349576,-10269906,-9742540,-9413063,-9281478,-9281477,-9347269,-9740730,-6186611,-6252663,-9613006,-10467799,-9874639,-9610699,-9478600,-9676233,-11846362,-10398651,-4279121,-4476500,-10271446,-10731228,-10138324,-9874383,-9676748,-14016236,-13890300,-14743550,-14087933,-14285054,-13954808,-11257572,-10533595,-10269910,-10138067,-15462905,-15662079,-14414587,-13626872,-11849956,-11323098,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397110,-8556197,-8161699,-8491178,-8491692,-8425641,-8359590,-8293540,-8227231,-8029337,-7239047,-5725035,-5330017,-5527396,4
357,'2018/11/21 10:37:35:804',8,-8950954,-9675715,-7633807,-854541,-1,-1,-1,-1,-1,-5266536,-9280692,-9478594,-7239047,-657419,-1,-1,-1,-1,-1,-5333100,-9676224,-9478853,-8227492,-5002599,-5068651,-5661046,-6253443,-6846096,-7504541,-9019581,-10071755,-9544904,-9281476,-9215682,-9215939,-9281733,-9347527,-9479369,-9479881,-9349576,-10335442,-9742540,-9413063,-9281478,-9281477,-9347269,-9675194,-6186611,-6252663,-9613006,-10467799,-9874639,-9610698,-9478600,-9676233,-11846106,-10398651,-4279121,-4410964,-10205910,-10731228,-10138324,-9874383,-9742284,-14016236,-13955836,-14743550,-14087933,-14285054,-13955064,-11257571,-10533595,-10269910,-10138067,-15463161,-15662079,-14414843,-13692408,-11849956,-11323098,-9479106,-9347264,-9281470,-9215420,-9412538,-10858175,-10397109,-8556197,-8227235,-8491178,-8491692,-8425641,-8359591,-8293539,-8227231,-8029336,-7238791,-5725035,-5330017,-5527395,4
358,'2018/11/21 10:37:39:907',9,-10333383,-11058908,-9214125,-2368042,-65794,-65794,-657931,-65794,-1,-5990516,-10663376,-10861787,-8885158,-2039592,-789517,-9605780,-15530493,-13621468,-8227212,-7833750,-11059162,-10796765,-9676480,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928351,-10599387,-10468059,-10665180,-13820144,-14347512,-13888503,-13232117,-14809343,-11914472,-11191267,-10796766,-10599644,-10599388,-10665180,-11058130,-7239300,-7566470,-11126754,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10069947,-525575,-2893874,-10995169,-12440816,-11783146,-11388646,-11191010,-10993888,-10993629,-9938359,-1,-1840412,-7571100,-12901365,-12243440,-11914732,-11717097,-11519974,-11322595,-11584734,-10597064,-9807033,-9149101,-10927579,-10795993,-10729944,-10729430,-10663123,-10465485,-10201795,-9807292,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568011,-7173251,-7370886,5
359,'2018/11/21 10:37:39:940',9,-10333383,-11058908,-9214125,-2368042,-65794,-65794,-657932,-65795,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-789517,-9605780,-15596029,-13687261,-8293005,-7899286,-11059162,-10796764,-9676479,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928351,-10599387,-10468059,-10665180,-13820143,-14347512,-13888503,-13231861,-14809343,-11914472,-11191267,-10796766,-10599645,-10599388,-10665180,-11123666,-7239300,-7566470,-11126754,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10070203,-460039,-2893874,-10995169,-12440816,-11783146,-11388646,-11191010,-10993888,-10993629,-10003896,-1,-1840412,-7571100,-12901366,-12243440,-11914732,-11717097,-11519974,-11322595,-11584734,-10597064,-9807033,-9149101,-10927579,-10795993,-10729944,-10729430,-10663123,-10465485,-10201795,-9807036,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568011,-7173251,-7370886,5
360,'2018/11/21 10:37:39:990',9,-10333383,-11058908,-9214381,-2368042,-65794,-65794,-723724,-131587,-1,-5990516,-10663120,-10862043,-8885158,-2039592,-789517,-9671573,-15596286,-13687261,-8293006,-7899286,-11059162,-10796764,-9676479,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928351,-10599387,-10468058,-10665180,-13820143,-14347512,-13888503,-13231861,-14809343,-11848936,-11191267,-10796766,-10599389,-10599388,-10665180,-11058130,-7173764,-7566470,-11126754,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10069947,-525575,-2893874,-10995169,-12440816,-11717610,-11388646,-11191010,-10993888,-10993629,-10003895,-1,-1840413,-7571100,-12901366,-12243440,-11914732,-11717097,-11519974,-11322595,-11584478,-10597064,-9807033,-9148845,-10927579,-10795993,-10729944,-10729430,-10663123,-10465485,-10201795,-9807036,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568011,-7173251,-7370886,5
361,'2018/11/21 10:37:40:024',9,-10333383,-11058908,-9214125,-2368042,-65794,-65794,-723725,-131587,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-789517,-9671573,-15596286,-13687517,-8293006,-7899286,-11059162,-10796764,-9676479,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928351,-10599387,-10468059,-10665180,-13819887,-14347512,-13888503,-13231861,-14809343,-11848936,-11191267,-10796766,-10599645,-10599388,-10665180,-11058130,-7239300,-7566470,-11126754,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10070203,-460039,-2893874,-10995169,-12440816,-11717610,-11388646,-11191010,-10993888,-10993629,-10003896,-1,-1840412,-7571100,-12901366,-12243440,-11914732,-11717097,-11519974,-11322595,-11584478,-10597064,-9807033,-9149101,-10927579,-10795993,-10795480,-10729430,-10663379,-10465485,-10201795,-9807292,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568267,-7173251,-7370886,5
362,'2018/11/21 10:37:40:070',9,-10333383,-11058908,-9214125,-2368042,-65794,-65794,-723725,-131587,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-789517,-9671573,-15596286,-13687517,-8293006,-7899543,-11059162,-10796764,-9676479,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928352,-10599387,-10533594,-10665180,-13819887,-14347512,-13888503,-13231861,-14809343,-11848936,-11125731,-10796766,-10599645,-10599388,-10665180,-11123666,-7239300,-7566470,-11126754,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10070203,-460039,-2893874,-10995169,-12440816,-11783146,-11388646,-11191010,-10993888,-10993629,-10003896,-1,-1840412,-7571100,-12901366,-12243440,-11914476,-11717097,-11519974,-11322595,-11584478,-10597064,-9741497,-9149100,-10927579,-10795993,-10729944,-10729430,-10663379,-10531021,-10201795,-9807292,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9543094,-8884387,-7568011,-7173251,-7370886,5
363,'2018/11/21 10:37:40:107',9,-10333383,-11058908,-9214125,-2368042,-65794,-65794,-789518,-131587,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-789518,-9737110,-15596286,-13753310,-8358799,-7965079,-11124697,-10796765,-9676479,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928351,-10599387,-10468059,-10665180,-13819887,-14347512,-13888503,-13231861,-14809343,-11914472,-11191267,-10796766,-10599645,-10599388,-10665180,-11058130,-7239300,-7566470,-11126498,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10070203,-460039,-2893618,-10929633,-12440816,-11783146,-11388646,-11191010,-10993888,-10993629,-10003896,-1,-1840412,-7571100,-12901366,-12243440,-11914732,-11717097,-11519974,-11322595,-11584734,-10597064,-9741497,-9149101,-10993115,-10861529,-10729944,-10729430,-10663379,-10531021,-10201795,-9872828,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9543094,-8884387,-7568011,-7173251,-7370886,5
364,'2018/11/21 10:37:40:155',9,-10333383,-11058908,-9214381,-2368042,-65794,-65794,-789518,-131587,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-789518,-9737366,-15596286,-13818847,-8424592,-7965079,-11059161,-10796764,-9676479,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928352,-10599387,-10468059,-10665180,-13754351,-14347512,-13888503,-13231861,-14809343,-11848936,-11125731,-10796766,-10599389,-10599388,-10665180,-11058130,-7239300,-7566470,-11126498,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10070203,-460039,-2893618,-10929633,-12440816,-11717610,-11388646,-11191010,-10993888,-10993629,-10003895,-1,-1840412,-7571099,-12901365,-12243440,-11914476,-11717097,-11519974,-11322595,-11584478,-10597064,-9741497,-9149100,-10993115,-10795993,-10729944,-10729430,-10663123,-10531021,-10201795,-9807036,-9873087,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568011,-7173251,-7370886,5
365,'2018/11/21 10:37:40:203',9,-10333383,-11058908,-9214125,-2368042,-65794,-65794,-855311,-131587,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-789518,-9803159,-15596286,-13819103,-8424592,-7965336,-11059162,-10796765,-9676479,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928352,-10599387,-10533595,-10665180,-13754351,-14281975,-13888503,-13231861,-14809343,-11848936,-11191267,-10796766,-10599644,-10599388,-10665180,-11123666,-7239300,-7566470,-11126498,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10069947,-525575,-2893618,-10929633,-12440816,-11783146,-11388646,-11191010,-10993888,-10993630,-10003895,-1,-1840412,-7571099,-12901365,-12243440,-11914732,-11717097,-11519974,-11322595,-11584734,-10597064,-9807033,-9149101,-10993115,-10795994,-10729944,-10729430,-10663123,-10531021,-10201795,-9807292,-9873087,-10070980,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568267,-7173251,-7370886,5
366,'2018/11/21 10:37:40:239',9,-10333383,-11058908,-9214125,-2368298,-65794,-65794,-921104,-197380,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-855054,-9868696,-15662078,-13950433,-8490641,-8030872,-11059162,-10796765,-9676479,-6451075,-9805740,-16777216,-14810112,-15924992,-15466240,-15531520,-11585507,-10928352,-10599387,-10468058,-10665180,-13754351,-14281719,-13822967,-13231861,-14809343,-11914472,-11125731,-10796766,-10599644,-10599388,-10665180,-11058130,-7239300,-7566470,-11060962,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10069947,-525575,-2893618,-10929633,-12440816,-11783146,-11388646,-11191010,-10993888,-10993629,-10003895,-1,-1840412,-7505563,-12901366,-12243440,-11914732,-11717097,-11519974,-11322595,-11584478,-10597064,-9807033,-9149101,-10927579,-10795993,-10729944,-10729430,-10663123,-10531021,-10201795,-9807292,-9873086,-10070980,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568267,-7173251,-7370886,5
367,'2018/11/21 10:37:40:273',9,-10333383,-11058908,-9214125,-2368298,-65794,-65794,-986897,-197380,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-855310,-9868953,-15662079,-13950689,-8556434,-8031129,-11059161,-10796764,-9676479,-6451075,-9805740,-16777216,-14809856,-15924992,-15466240,-15531520,-11585507,-10928351,-10599387,-10468058,-10665180,-13688559,-14281719,-13822967,-13231861,-14809343,-11848936,-11125731,-10796766,-10599389,-10599388,-10665180,-11058130,-7239300,-7566470,-11060961,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10070203,-525575,-2893618,-10929633,-12440816,-11717610,-11388646,-11191010,-10993888,-10993630,-10003895,-1,-1840412,-7505307,-12901365,-12243440,-11914732,-11717097,-11519974,-11322595,-11584478,-10597064,-9807033,-9149101,-10927579,-10795993,-10729944,-10729430,-10663123,-10531021,-10201795,-9807036,-9873086,-10070980,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568011,-7173251,-7370886,5
368,'2018/11/21 10:37:40:306',9,-10333383,-11058908,-9214381,-2368298,-65794,-65794,-1052690,-197381,-1,-5990260,-10663120,-10862043,-8885158,-2039592,-855310,-9934745,-15662079,-14016482,-8621971,-8096665,-11059162,-10796765,-9676479,-6451075,-9739948,-16777216,-14809856,-15924992,-15466240,-15531776,-11585507,-10928352,-10599387,-10468058,-10665180,-13688559,-14281719,-13822711,-13166325,-14809343,-11848936,-11125731,-10796766,-10599388,-10599388,-10665180,-11058130,-7239300,-7566470,-11060962,-12111852,-11388646,-10994145,-10862303,-10730973,-10796508,-10070203,-525575,-2893874,-10995169,-12440816,-11717610,-11388646,-11191010,-10993888,-10993630,-10003895,-1,-1840412,-7505307,-12901366,-12243440,-11914732,-11717097,-11519974,-11322595,-11584734,-10597064,-9741497,-9149101,-10927579,-10795993,-10729944,-10729430,-10663123,-10531021,-10201795,-9807036,-9873086,-10070980,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568011,-7173251,-7370886,5
369,'2018/11/21 10:37:40:340',9,-10333383,-11058908,-9214381,-2368042,-65794,-65794,-1052946,-197637,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-855310,-9934746,-15662079,-14016483,-8622228,-8096921,-11059162,-10796765,-9676479,-6451075,-9739948,-16777216,-14809856,-15924992,-15466240,-15531776,-11585507,-10928352,-10599387,-10468058,-10665180,-13688559,-14281719,-13822711,-13166325,-14809343,-11848936,-11125731,-10796766,-10599644,-10599388,-10665180,-11058130,-7239300,-7566470,-11060962,-12111852,-11388646,-10994145,-10862303,-10730973,-10796508,-10070203,-525575,-2893874,-10995169,-12440816,-11717610,-11388646,-11191010,-10993888,-10993629,-10003895,-1,-1840412,-7505307,-12901365,-12243440,-11914732,-11717097,-11519974,-11322595,-11584478,-10597064,-9741497,-9149101,-10927579,-10795993,-10729944,-10729430,-10663123,-10531021,-10201795,-9807036,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568267,-7173251,-7370886,5
370,'2018/11/21 10:37:40:373',9,-10333383,-11058908,-9214125,-2368042,-65794,-65794,-1118483,-263173,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-855310,-10000538,-15662079,-14082275,-8688020,-8096922,-11059162,-10796765,-9676479,-6451075,-9739948,-16777216,-14810112,-15924992,-15466240,-15531776,-11585507,-10928352,-10599387,-10468059,-10665180,-13623022,-14281719,-13822711,-13166069,-14809343,-11914472,-11191267,-10796766,-10599389,-10599388,-10665180,-11058130,-7239300,-7566470,-11060961,-12111852,-11388646,-10994145,-10862303,-10730973,-10796508,-10070203,-460039,-2893874,-10995169,-12440816,-11717610,-11388646,-11125474,-10993888,-10993630,-10003896,-1,-1840412,-7505307,-12901365,-12243440,-11914732,-11717097,-11519974,-11322595,-11584734,-10597064,-9741497,-9149101,-10927579,-10795993,-10729944,-10729430,-10663123,-10531021,-10201795,-9807036,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9542838,-8884387,-7568011,-7173251,-7370886,5
371,'2018/11/21 10:37:40:409',9,-10333383,-11058908,-9214381,-2368298,-65538,-65794,-1118483,-263173,-1,-5990260,-10663376,-10862043,-8819622,-2039592,-855310,-10000538,-15662079,-14082276,-8688021,-8096922,-11059161,-10796764,-9676479,-6451075,-9739691,-16777216,-14809856,-15924992,-15400704,-15597312,-11585507,-10928352,-10533851,-10468058,-10665180,-13622766,-14216183,-13822711,-13166069,-14809343,-11848936,-11191267,-10796766,-10599645,-10599388,-10665180,-11123666,-7239300,-7566470,-11060961,-12111852,-11388646,-10994146,-10862303,-10730973,-10796508,-10070203,-460039,-2893874,-10929633,-12440816,-11783146,-11388646,-11191010,-10993888,-10993629,-10003896,-1,-1840412,-7505306,-12901365,-12243440,-11914732,-11717097,-11519974,-11322595,-11584734,-10597064,-9741497,-9149101,-10927579,-10795993,-10729944,-10729430,-10663379,-10531021,-10201795,-9872572,-9873086,-10005444,-9939658,-9873608,-9873094,-9806787,-9740735,-9543094,-8884387,-7568267,-7173251,-7370886,5
